kp,ki,kd,targetTicks,timeToTarget_ms,minTicks,maxTicks,avgTicks
0.002400,0.000030,0.000070,469.0,187.9,461.0,468.0,467.5
0.002400,0.000030,0.000070,489.0,125.0,481.0,493.0,492.4
0.002400,0.000030,0.000070,509.0,136.4,500.0,511.0,506.8
0.002400,0.000030,0.000070,529.0,1787.3,519.0,537.0,528.0
0.002400,0.000030,0.000070,549.0,209.3,539.0,562.0,557.8
0.002400,0.000030,0.000070,569.0,14.8,562.0,563.0,562.4
0.002400,0.000030,0.000070,589.0,15.7,581.0,591.0,590.3
0.002400,0.000030,0.000070,609.0,165.3,602.0,620.0,618.2
0.002400,0.000030,0.000070,629.0,9.4,620.0,622.0,620.6
0.002400,0.000030,0.000070,649.0,130.9,641.0,650.0,645.2
0.002400,0.000030,0.000070,669.0,221.3,663.0,670.0,669.6
0.002400,0.000030,0.000070,689.0,123.5,680.0,691.0,683.2
0.002400,0.000030,0.000070,709.0,1913.2,702.0,711.0,705.0
0.002400,0.000030,0.000070,729.0,131.1,720.0,727.0,726.7
0.002400,0.000030,0.000070,749.0,155.2,743.0,748.0,747.8
